term,zh_cn
VictorDialog_Wasteland_37,我想我该往北走。
VictorDialog_Wasteland_38,我想我该往东走。
VictorDialog_Wasteland_39,我想我该往西走。
VictorDialog_Wasteland_40,我想我该往南走。
VictorDialog_Wasteland_41,这看起来曾经是个农场。现在这里有老实正派的活儿干。
VictorDialog_Wasteland_42,看看这可怜的、碎成渣的保护者。也许罗伯科的做工没那么好。
VictorDialog_Wasteland_43,呜呼——哎呀！差点被那枚破片地雷炸飞。我真不小心。
VictorDialog_Wasteland_44,看来我正往北走。不如继续前进吧！
VictorDialog_Wasteland_45,看来我正往东走。不如继续前进吧！
VictorDialog_Wasteland_46,看来我要往西走了。那就继续一往无前吧！
VictorDialog_Wasteland_47,看来我要往南走了。那就继续一往无前吧！
VictorDialog_Wasteland_48,瞧瞧这个。一张黑桃A！今天真是我的幸运日。
VictorDialog_Wasteland_49,不知道豪斯先生这会儿在忙什么呢。
VictorDialog_Wasteland_50,简直跟正午的莫哈维一样热。等等……现在就是莫哈维的正午！
VictorDialog_WeaponsWorkshop_01,这火力可够猛的！
VictorDialog_OutfitWorkshop_01,给老维克弄件棉衬衫和皮马甲得花多少钱？
VictorDialog_Armory_01,老维克可以教你几招百步穿杨的诀窍。
VictorDialog_Athletics_01,真神奇，人类不用轮子也能到处跑。
VictorDialog_Bar_01,要我给你来点烧酒压压惊不？
VictorDialog_Cafeteria_01,我自己从不觉得吃有什么意思。但我可喜欢烹饪啦！
VictorDialog_Classroom_01,知识胜过任何武器。毕竟，你可以学会如何制造武器！
VictorDialog_Fitness_01,人类可真了不起。你们越用身体，身体就越强壮！
VictorDialog_GameRoom_01,不是我爱自吹自擂，但这行里任何赌场游戏我都能搞定。
VictorDialog_GameRoom_02,咿哈！又是二十一点！你今天手气真旺啊，朋友！
VictorDialog_Gym_01,对于那些没有内置液压系统的人来说，力量训练非常重要。
VictorDialog_Hydroponics_01,啊，多漂亮的房间。我可以整天看着这些植物。
VictorDialog_LivingQuarters_01,不知道那些人在后屋里搞些什么名堂。
VictorDialog_LivingQuarters_02,冒昧问一下，你需要充多少小时的电？真该死！
VictorDialog_Medbay_01,我觉得就算是人类能自愈的身体也有它的极限。
VictorDialog_Nuka Cola_01,大热天来瓶冰镇沙士，没啥比这更棒了。
VictorDialog_PowerGenerator_01,这房间照亮了我的生活。不，真的！它照亮了！
VictorDialog_RadioStation_01,下次请继续收听Vic的复古精选，就在……五秒后。
VictorDialog_Reactor_01,跳进去可不是什么好主意。不过，也许会很有趣！
VictorDialog_ScienceLab_01,你知我知，我这脑子可不擅长那些科学玩意儿。
VictorDialog_StorageRoom_01,这不只是杂物。每件东西都有它自己的故事，伙计。
VictorDialog_WaterPlant_01,不知怎的，我在这房间里感到有威胁。
VictorDialog_WaterPurification_01,RobCo把我造得100%防水，能承受400英尺水深。不过我可没打算去测试，记住。
NewVegasB_Description,新维加斯需要你的关注，监督者。建造一座新的避难所，以保护和支援该地区的避难所科技盟友。招募关键人员，清除所有敌对目标，让新维加斯的烽火照亮废土！愿幸运女神眷顾你！
Shop_SeasonPass_NewVegasB_Blurb,"解锁所有赛季奖励：
- 新的避难所外观[-][F7C531]主题[-]
- 新的生活区[-][F7C531]主题[-]
- [-][F7C531]新居民[-]以及[-][F7C531]更多！[-]"
Shop_SeasonPass_NewVegasB_Description,使用此通行证充分享受赛季。解锁高级奖励路线，包含避难所外观主题、居住区主题、全新传奇居民等。你可以在所有避难所中领取奖励。
Shop_SeasonPass_NewVegasBPremium_Blurb,"普通赛季通行证的所有福利，外加：
- 专属[-][F7C531]维克托助手[-]和[-][F7C531]服装[-]
- [-][F7C531]额外[-]宠物、服装和武器
- [-][F7C531]25枚徽章[-]立即提升赛季等级"
Shop_SeasonPass_NewVegasB_Premium_Description,"将你的赛季通行证提升至下一等级。获取普通通行证的所有福利以及以下内容：25枚赛季徽章、维克托（巧手先生同类）、露西的黄色连衣裙、重型雇佣兵装备、威尔齐格的旅行装、便装休闲服、铅腹吐息枪、2个宠物笼和5,000瓶盖。"
SeasonPass_EndingSoon_NewVegasB,"赛季通行证即将结束！完成挑战或使用量子可乐解锁奖励。
在高级路线达到20级即可获得专属的幸运38俱乐部顶层居住区主题，仅限本赛季。"
Outfit_Name_JailhouseRocker,监狱摇滚装
Outfit_Description_JailhouseRocker,大灾变前猫王监狱摇滚装的复刻版。新维加斯帮派'王党'的穿着。
Outfit_Name_LucysYellowDress,露西的黄色连衣裙
Outfit_Description_LucysYellowDress,穿上它仿佛回到战前的天真时光。你几乎能听见炸弹落下……
Outfit_Name_NCRPowerArmor,NCR动力装甲
Outfit_Description_NCRPowerArmor,NCR动力装甲，经过回收和改装，任何人都能使用。
Generic_Lunchbox,午餐盒
Objective_KillRadroaches,杀死一只辐蟑
Objective_KillRadroaches_Plural,杀死 {0} 只辐蟑
QuestLoc_NVB_QL2_Leftovers_1_Question2,天大的慈悲！
QuestLoc_NVB_QL2_Leftovers_1_QuestLongDesc,一些狡猾的掠夺者闯入了我们的避难所，抢走了关键物资。我们追踪他们到了新维加斯附近一处被遗弃的避难所科技场地。
QuestLoc_NVB_QL2_Leftovers_1_QuestName,万脑之母
QuestLoc_NVB_QL2_Leftovers_1_QuestObjective1,与窃贼头目对峙
QuestLoc_NVB_QL2_Leftovers_1_QuestObjective2,揭露窃贼的真实面目
QuestLoc_NVB_QL2_Leftovers_1_QuestObjective3,夺回我们的物资
QuestLoc_NVB_QL2_Leftovers_1_QuestShortDesc,追捕匪徒。终结他们的偷窃行径。
QuestLoc_NVB_QL2_Leftovers_1_Question0_Line1,扫描中...避难所科技身份识别...访问已授权。
QuestLoc_NVB_QL2_Leftovers_1_Question0_Line1_Answer1,实验「Molespy」失败。敌对生物已占据该建筑。
QuestLoc_NVB_QL2_Leftovers_1_Question0_Line1_Answer2,无法执行。变异的鼹鼠居民控制着设施。
QuestLoc_NVB_QL2_Leftovers_1_Question0_Line1_Answer3,「物品」未定义。「匪徒」未定义。设施被智能鼹鼠攻占。
QuestLoc_NVB_QL2_Leftovers_1_Question0_Line1_Choice1,快告诉我更多关于这次爆发的事！
QuestLoc_NVB_QL2_Leftovers_1_Question0_Line1_Choice2,封锁建筑，用毒气淹没它。
QuestLoc_NVB_QL2_Leftovers_1_Question0_Line1_Choice3,你有没有看见一伙扛着一堆东西的匪徒？
QuestLoc_NVB_QL2_Leftovers_1_Question0_Line2,警报：距离上次实验对象逃脱已有<1>天！
QuestLoc_NVB_QL2_Leftovers_1_Question1,谁在我们的墙内悲哀游荡？
QuestLoc_NVB_QL2_Leftovers_1_Question1_Answer1,最好相信我们会以牙还牙。
QuestLoc_NVB_QL2_Leftovers_1_Question1_Answer2,入侵者的侮辱招致即刻的干涉。
QuestLoc_NVB_QL2_Leftovers_1_Question1_Answer3,理性的反驳带来回报。自由自在地游荡。
QuestLoc_NVB_QL2_Leftovers_1_Question1_Choice1,神圣监督者！一只会说话的鼹鼠！我能摸摸你吗？
QuestLoc_NVB_QL2_Leftovers_1_Question1_Choice2,这不对劲。害虫不该说话。
QuestLoc_NVB_QL2_Leftovers_1_Question1_Choice3,我们想去哪就去哪，你这冒牌袋熊！
QuestLoc_NVB_QL2_Leftovers_1_Question3,愚蠢的小队在找我们的藏匿处？立刻停下否则杀无赦。
QuestLoc_NVB_QL2_Leftovers_1_Question3_Answer1,野蛮人的暴行！
QuestLoc_NVB_QL2_Leftovers_1_Question3_Answer2,这信物证明我们渴望安宁。拿着它，滚蛋吧。
QuestLoc_NVB_QL2_Leftovers_1_Question3_Answer3,无情的抵抗需要还击。
QuestLoc_NVB_QL2_Leftovers_1_Question3_Choice1,所以你认罪了？该切些鼹鼠肉排了！
QuestLoc_NVB_QL2_Leftovers_1_Question3_Choice2,想要我们走？告诉我们我们的东西在哪。
QuestLoc_NVB_QL2_Leftovers_1_Question3_Choice3,呃……滚蛋吧，害虫崽子们！这伙人会把你们老巢砸烂！懂？
QuestLoc_NVB_QL2_Leftovers_1_Question4_Line1,这里有个终端机。
QuestLoc_NVB_QL2_Leftovers_1_Question4_Line1b,<搜索信息>
QuestLoc_NVB_QL2_Leftovers_1_Question4_Line2,鼹鼠被植入了脑芯片。当间谍失败了，却变成了小偷。
QuestLoc_NVB_QL2_Leftovers_1_Question4_Line3,干掉巢母应该就能结束它们的恶作剧。但还有更多……
QuestLoc_NVB_QL2_Leftovers_1_Question4_Line4,<阅读其他失败的实验记录>
QuestLoc_NVB_QL2_Leftovers_1_Question4_Line5,还有更多设施要关闭？我们先把这里解决了，再去调查。
QuestLoc_NVB_QL2_Leftovers_1_Question5,嘿！瓶盖、垃圾、服装。我们被偷的东西就在这儿。快拿了走人。
QuestLoc_NVB_QL2_Leftovers_1_Question5_Answer1,等等！鼹鼠是啮齿类动物吗？
QuestLoc_NVB_QL2_Leftovers_1_Question5_Choice1,不过还是得先解决这些啮齿动物……
QuestLoc_NVB_QL2_Leftovers_1_Question6,瞻仰智慧虫母！在比你强的存在面前低头吧。
QuestLoc_NVB_QL2_Leftovers_1_Question6_Answer1,蹩脚的双关证明你洞察力贫乏。准备灭亡吧。
QuestLoc_NVB_QL2_Leftovers_1_Question6_Answer2,尖刻地证明我们对恶徒的暴力是正当的。
QuestLoc_NVB_QL2_Leftovers_1_Question6_Answer3,沉默吧，邪恶的陌生人，屈服于我们的打击！
QuestLoc_NVB_QL2_Leftovers_1_Question6_Choice1,花哨的说辞，不过是一群古怪的土匪！鼹鼠派拉特？
QuestLoc_NVB_QL2_Leftovers_1_Question6_Choice2,会说话的鼹鼠已经没什么新鲜感了。该除害了。
QuestLoc_NVB_QL2_Leftovers_1_Question6_Choice3,天啊！我想学你说话，但头韵太难了！
QuestLoc_NVB_QL2_Leftovers_2_QuestLongDesc,当我们捣毁鼹鼠帮时，发现了一系列失败的实验，每一个都威胁着新维加斯的安全。下一个实验涉及尸鬼。
QuestLoc_NVB_QL2_Leftovers_2_QuestName,我们的一员
QuestLoc_NVB_QL2_Leftovers_2_QuestObjective1,终结统一
QuestLoc_NVB_QL2_Leftovers_2_QuestShortDesc,调查避难所科技公司的尸鬼精神控制实验
QuestLoc_NVB_QL2_Leftovers_2_Question0,欢迎！我们是一体。倾听我们的声音。与我们的集体意识对话。
QuestLoc_NVB_QL2_Leftovers_2_Question0_Answer1,谈论我们时请用复数！我们是和平的化身。举个例子：你可以通行。
QuestLoc_NVB_QL2_Leftovers_2_Question0_Answer2,我们终结了嫉妒。我们消除了冲突。那是失败吗？我们担心你们眼中的成功。
QuestLoc_NVB_QL2_Leftovers_2_Question0_Answer3,哦，天真的纷争之子！要是你曾品尝过我们的宁静就好了。
QuestLoc_NVB_QL2_Leftovers_2_Question0_Choice1,搞什么？这些尸鬼进化出蜂巢思维了？
QuestLoc_NVB_QL2_Leftovers_2_Question0_Choice2,切……又一个失败的实验，我明白了。
QuestLoc_NVB_QL2_Leftovers_2_Question0_Choice3,集体思维！这肯定是共党的诡计！拿起武器！
QuestLoc_NVB_QL2_Leftovers_2_Question1,停止攻击。加入我们。我们有新鲜的肉。
QuestLoc_NVB_QL2_Leftovers_2_Question1_Answer1,鲍勃是肉。你是肉。我们是肉。让我们来展示给你看。
QuestLoc_NVB_QL2_Leftovers_2_Question1_Answer2,孤独是比死亡更可怕的命运。我们会赐予你平静，并充实我们的储藏室。
QuestLoc_NVB_QL2_Leftovers_2_Question1_Answer3,那么我们就平息这骚动，把你们加入肉类储备。
QuestLoc_NVB_QL2_Leftovers_2_Question1_Choice1,这新鲜的肉是鲍勃吗？他在这附近失踪了。
QuestLoc_NVB_QL2_Leftovers_2_Question1_Choice2,好啊，我们来烧烤吧，就在你们剥去我们独特之处的同时！
QuestLoc_NVB_QL2_Leftovers_2_Question1_Choice3,你不会想要我的思想加入你们的混合物。它……不正常。
QuestLoc_NVB_QL2_Leftovers_2_Question2,请听我们说完。难道你们不想寻求从焦虑中解脱吗？不再有仇恨。不再有怨恨。
QuestLoc_NVB_QL2_Leftovers_2_Question2_Answer1,无聊？当每个声音齐声歌唱时？想想吧，流浪者。
QuestLoc_NVB_QL2_Leftovers_2_Question2_Answer2,哦……好吧，老实说，我们没预料到会同意。给我们一天时间……考虑一下。
QuestLoc_NVB_QL2_Leftovers_2_Question2_Choice1,那么当你们一定很无聊吧。
QuestLoc_NVB_QL2_Leftovers_2_Question2_Choice2,知道吗？你说得有道理。我该在哪里签字？
QuestLoc_NVB_QL2_Leftovers_2_Question2_Choice3,等你身上满是铅弹，看你还动不动感情。
QuestLoc_NVB_QL2_Leftovers_2_Question3,你知道吗：75%的废土居民都幻想过尸鬼？加入我们的后核子后宫，像我们一样。
QuestLoc_NVB_QL2_Leftovers_2_Question3_Answer1,那是因为你从没参加过我们的晚会。你的损失。
QuestLoc_NVB_QL2_Leftovers_2_Question3_Answer2,分裂。内讧。享受你们这种无法触及的少数吧。
QuestLoc_NVB_QL2_Leftovers_2_Question3_Answer3,我们永无终结，因为我们人数众多。
QuestLoc_NVB_QL2_Leftovers_2_Question3_Choice1,免了。我的爱情生活不涉及受辐照的肉体。
QuestLoc_NVB_QL2_Leftovers_2_Question3_Choice2,那我就是那剩下的25%。不用了。
QuestLoc_NVB_QL2_Leftovers_2_Question3_Choice3,你这推销可真卖力。你知道我们是来干掉你们的，对吧？
QuestLoc_NVB_QL2_Leftovers_2_Question4,哇啊啊啊啊啊！
QuestLoc_NVB_QL2_Leftovers_2_Question4_Choice1,那是野生死亡爪？还是蜂巢意识的一部分？不管了：它冲过来了！
QuestLoc_NVB_QL2_Leftovers_2_Question5_Line1,加入我们的社区。我们是自由人的终极形态。
QuestLoc_NVB_QL2_Leftovers_2_Question5_Line1_Answer1,我们可以解决这个问题，用吃掉你的大脑的方式！
QuestLoc_NVB_QL2_Leftovers_2_Question5_Line1_Answer2,典型的以自我为中心的思维。摆脱那个自我。来，我们会帮你。
QuestLoc_NVB_QL2_Leftovers_2_Question5_Line1_Choice1,哦哦……集体大脑说漏嘴了？
QuestLoc_NVB_QL2_Leftovers_2_Question5_Line1_Choice2,这家伙有静音按钮吗？我快受不了你的唠叨了。
QuestLoc_NVB_QL2_Leftovers_2_Question5_Line2,我们绝对不是由电脑控制的实验。
QuestLoc_NVB_QL2_Leftovers_2_Question6_Line1,这台电脑看起来很可疑。黑掉它！
QuestLoc_NVB_QL2_Leftovers_2_Question6_Line1_Answer1,这够他们忙到天荒地老了。我们溜吧。
QuestLoc_NVB_QL2_Leftovers_2_Question6_Line1_Answer2,有一张纸条：<Detonation will occur after departure.> 我们真走运！
QuestLoc_NVB_QL2_Leftovers_2_Question6_Line1_Answer3,上面写着<个体从集体中分离。沉默与绝望即将来临。>我们的任务完成了！
QuestLoc_NVB_QL2_Leftovers_2_Question6_Line1_Choice1,<选择：让一半对抗另一半>
QuestLoc_NVB_QL2_Leftovers_2_Question6_Line1_Choice2,<按下标记为BOOM的按钮>
QuestLoc_NVB_QL2_Leftovers_2_Question6_Line1_Choice3,<选择个人主义模式>
QuestLoc_NVB_QL2_Leftovers_2_Question6_Line2,我明白了。这些尸鬼通过这台电脑联网。我们怎么办？
QuestLoc_NVB_QL2_Leftovers_3_QuestLongDesc,接下来要关闭的失败实验：避难所科技释放了哲学的颠覆性力量。所有人的理智都岌岌可危。
QuestLoc_NVB_QL2_Leftovers_3_QuestName,智斗
QuestLoc_NVB_QL2_Leftovers_3_QuestObjective1,证明你的超凡智力……或枪法
QuestLoc_NVB_QL2_Leftovers_3_QuestObjective2,解决一场存在主义争端
QuestLoc_NVB_QL2_Leftovers_3_QuestObjective3,分享你对战争的看法
QuestLoc_NVB_QL2_Leftovers_3_QuestShortDesc,与那些“哲学家”会面，让它们见识一下真实的生活！
QuestLoc_NVB_QL2_Leftovers_3_Question0_Line1,请不要把我们压扁。我们和你们一样有知觉。
QuestLoc_NVB_QL2_Leftovers_3_Question0_Line1_Answer1,我们不知道“汽车音乐”是什么。但希望你因此仁慈。是吗？
QuestLoc_NVB_QL2_Leftovers_3_Question0_Line1_Answer2,啊！成为人类审美偏见的受害者而消亡！
QuestLoc_NVB_QL2_Leftovers_3_Question0_Line1_Answer3,给。你们人类珍惜没用的饮料容器残余，对吧？
QuestLoc_NVB_QL2_Leftovers_3_Question0_Line1_Choice1,先是鼹鼠，现在是辐射蟑螂？避难所科技要把废土变成卡通片？
QuestLoc_NVB_QL2_Leftovers_3_Question0_Line1_Choice2,抱歉！我应该生得可爱又惹人抱的。
QuestLoc_NVB_QL2_Leftovers_3_Question0_Line1_Choice3,也许……如果你们能给我们不是垃圾的东西。
QuestLoc_NVB_QL2_Leftovers_3_Question0_Line2,我们珍爱生命。我们害怕痛苦。和你们一样。
QuestLoc_NVB_QL2_Leftovers_3_Question1_Line1,侵略者。我们致力于和平与追求思想。
QuestLoc_NVB_QL2_Leftovers_3_Question1_Line1_Answer1,为何更高的智慧常常导致残忍？
QuestLoc_NVB_QL2_Leftovers_3_Question1_Line1_Answer2,你们的战争让世界几乎空无一物。我们无意伤害你们。你们可以自由活动。
QuestLoc_NVB_QL2_Leftovers_3_Question1_Line1_Answer3,我们这里确实存了些瓶子。这是机缘巧合吗？
QuestLoc_NVB_QL2_Leftovers_3_Question1_Line1_Choice1,因为好玩啊！“咻”的一声，然后虫子汁到处飞。咱们去踩个痛快。
QuestLoc_NVB_QL2_Leftovers_3_Question1_Line1_Choice2,你口口声声说和平，可照你们这么繁殖，要不了多久你就需要更多空间了吧？我们的空间？
QuestLoc_NVB_QL2_Leftovers_3_Question1_Line1_Choice3,我这有个“主意”：交出量子可乐，否则死！
QuestLoc_NVB_QL2_Leftovers_3_Question1_Line2,你为什么用那些夺命的靴子污染我们的土地？
QuestLoc_NVB_QL2_Leftovers_3_Question2_Line1,战争的需要造就了我们。所以告诉我们……
QuestLoc_NVB_QL2_Leftovers_3_Question2_Line1_Answer1,啊！我们作为战争机器，命运无法逃脱，无论我们多么厌恶。
QuestLoc_NVB_QL2_Leftovers_3_Question2_Line1_Answer2,一个享乐主义者加一个施虐狂。今天是我们的大难之日。
QuestLoc_NVB_QL2_Leftovers_3_Question2_Line1_Answer3,勒索……真是……有人性啊！
QuestLoc_NVB_QL2_Leftovers_3_Question2_Line1_Choice1,我听说战争从未改变。但会说话的辐射蟑螂？这个改变我们可接受不了。
QuestLoc_NVB_QL2_Leftovers_3_Question2_Line1_Choice2,战争很好玩！就像……我们正要跟你开战，而且我们会玩得很开心。
QuestLoc_NVB_QL2_Leftovers_3_Question2_Line1_Choice3,进贡就能避免战争！
QuestLoc_NVB_QL2_Leftovers_3_Question2_Line2,如果战争给了你生命，那它算好事吗？
QuestLoc_NVB_QL2_Leftovers_3_Question3_Line1,你碾死一只蟑螂时连想都不会想。
QuestLoc_NVB_QL2_Leftovers_3_Question3_Line1_Answer1,我们是幸存者。我们坚韧不拔。这不美吗？请一边走一边想想吧。
QuestLoc_NVB_QL2_Leftovers_3_Question3_Line1_Answer2,你是个刻薄的家伙……
QuestLoc_NVB_QL2_Leftovers_3_Question3_Line1_Answer3,其实呢，蝴蝶是从幼虫变来的，不是蠕虫，而且……哦！呃！把那武器放下……
QuestLoc_NVB_QL2_Leftovers_3_Question3_Line1_Choice1,这就是美的暴政。蝴蝶很美。你？就没那么美了。
QuestLoc_NVB_QL2_Leftovers_3_Question3_Line1_Choice2,要是你涂点颜色，学会优雅地飞……再努力一点……
QuestLoc_NVB_QL2_Leftovers_3_Question3_Line1_Choice3,这是彻底的蜕变……从虫子到奇迹。丑小鸭什么的。
QuestLoc_NVB_QL2_Leftovers_3_Question3_Line2,然而却认为撕碎蝴蝶是邪恶的行为。这是为什么？
QuestLoc_NVB_QL2_Leftovers_3_Question4_Line1,避难所科技当然赋予了我们意识这份礼物。
QuestLoc_NVB_QL2_Leftovers_3_Question4_Line1_Answer1,为自由而挣扎的战奴会使用任何必要的手段。举个例子。
QuestLoc_NVB_QL2_Leftovers_3_Question4_Line1_Answer2,那我们就做必须做的事。
QuestLoc_NVB_QL2_Leftovers_3_Question4_Line1_Answer3,有趣的思路。来，收下这份礼物……还是诅咒？
QuestLoc_NVB_QL2_Leftovers_3_Question4_Line1_Choice1,你……你刚才承认了大屠杀？
QuestLoc_NVB_QL2_Leftovers_3_Question4_Line1_Choice2,我们现在是你的新主人，我们发现你……有所欠缺。
QuestLoc_NVB_QL2_Leftovers_3_Question4_Line1_Choice3,意识是礼物……还是诅咒？
QuestLoc_NVB_QL2_Leftovers_3_Question4_Line2,那么，背叛我们的主人是错误的吗？
QuestLoc_NVB_QL2_Leftovers_3_Question5,救命！辐射蟑螂抓住了我们，逼我们思考。这简直是折磨！
QuestLoc_NVB_QL2_Leftovers_3_Question5_Answer1,我们期待再次变得麻木。收下这个作为奖励吧。
QuestLoc_NVB_QL2_Leftovers_3_Question5_Answer3,不——你和他们是一伙的！
QuestLoc_NVB_QL2_Leftovers_3_Question5_Choice1,没错！我也更喜欢头脑安静。别动，我们会继续砸。
QuestLoc_NVB_QL2_Leftovers_3_Question5_Choice2,那就见证我们的慈悲之举吧！
QuestLoc_NVB_QL2_Leftovers_3_Question5_Choice3,我在哪听说过这代表你存在。所以……也许你该感恩？
QuestLoc_NVB_QL2_Leftovers_3_Question6_Line1,你能帮我们解决这个两难问题吗？
QuestLoc_NVB_QL2_Leftovers_3_Question6_Line1_Answer1,那就一边走一边琢磨：是谁定义了痛苦，不过是多数人用来压迫少数人？
QuestLoc_NVB_QL2_Leftovers_3_Question6_Line1_Answer2,那我们得行使多数人的权力来阻止你。
QuestLoc_NVB_QL2_Leftovers_3_Question6_Line1_Answer3,但我们人数众多，寻求启蒙，却被你这样的自私者威胁。贿赂能行得通吗？
QuestLoc_NVB_QL2_Leftovers_3_Question6_Line1_Choice1,如果一人的行为给众人带来痛苦，那么这个人必须被阻止。
QuestLoc_NVB_QL2_Leftovers_3_Question6_Line1_Choice2,我就是故事里的那个人，对吧？来碾压众人的！
QuestLoc_NVB_QL2_Leftovers_3_Question6_Line1_Choice3,如果嫉妒不受约束，人类的创造力就会消失。哦等等，你不是人类！
QuestLoc_NVB_QL2_Leftovers_3_Question6_Line2,为了众人的嫉妒而牺牲一个人的野心，这有错吗？
QuestLoc_NVB_QL2_Leftovers_3_Question7_Line1,你见过我们的同胞吗？你听过他们的智慧吗？
QuestLoc_NVB_QL2_Leftovers_3_Question7_Line1_Answer1,所以你的意思是：生命转瞬即逝……随时可能结束？
QuestLoc_NVB_QL2_Leftovers_3_Question7_Line1_Answer2,啊！一个白痴天才！你需要这个才能在废土生存。至于我们，我们保证留在这里。
QuestLoc_NVB_QL2_Leftovers_3_Question7_Line1_Answer3,然而生命以生命为食来维持自身存在。就像我们会大餐一顿你的尸体。
QuestLoc_NVB_QL2_Leftovers_3_Question7_Line1_Answer4,这就是你们人类如此热爱工具的原因吗？拿着这个，去证明你活着！我们不会离开这个避难所，保证。
QuestLoc_NVB_QL2_Leftovers_3_Question7_Line1_Choice1,所以你是头儿，我猜？去死吧！
QuestLoc_NVB_QL2_Leftovers_3_Question7_Line1_Choice2,人生就像一盒糖弹！你总是知道会得到什么：垃圾！
QuestLoc_NVB_QL2_Leftovers_3_Question7_Line1_Choice3,爱。因为所有生命都源于爱的行为。
QuestLoc_NVB_QL2_Leftovers_3_Question7_Line1_Choice4,人生就是战场！只有能够捍卫它，你才能拥有它。
QuestLoc_NVB_QL2_Leftovers_3_Question7_Line2,如果是这样，告诉我们：生命的意义是什么？
QuestLoc_NVB_QL2_Leftovers_4_CombatInit1,噪音。它在密谋。钻破肚脐！
QuestLoc_NVB_QL2_Leftovers_4_CombatInit6,这是禁区。准备被大卸八块吧。
QuestLoc_NVB_QL2_Leftovers_4_QuestLongDesc,我们找到了所有失败实验的控制地点。是时候一劳永逸地终结它们了。
QuestLoc_NVB_QL2_Leftovers_4_QuestName,避难所中的低语
QuestLoc_NVB_QL2_Leftovers_4_QuestObjective1,关闭安全主机
QuestLoc_NVB_QL2_Leftovers_4_QuestObjective2,关闭科学主机
QuestLoc_NVB_QL2_Leftovers_4_QuestObjective3,关闭命令主机
QuestLoc_NVB_QL2_Leftovers_4_QuestShortDesc,终结所有实验
QuestLoc_NVB_QL2_Leftovers_4_QuestionSTART_Line1,我感觉……不对劲。微弱尖锐的嗡鸣回荡在我脑海边缘。
QuestLoc_NVB_QL2_Leftovers_4_QuestionSTART_Line2,就像在榨干我的理智。
QuestLoc_NVB_QL2_Leftovers_4_Question0,紫色一片死寂！可它啊啊啊啊啊在尖叫！
QuestLoc_NVB_QL2_Leftovers_4_Question0_Answer1,异端宣告着盲目的毯子！
QuestLoc_NVB_QL2_Leftovers_4_Question0_Answer2,给它时间。给它永恒。
QuestLoc_NVB_QL2_Leftovers_4_Question0_Choice1,悠着点，不稳的家伙……紫色是一种颜色。它不会发出声音。
QuestLoc_NVB_QL2_Leftovers_4_Question0_Choice2,嗯……我能听到一些奇怪的嗡嗡声。非常微弱。
QuestLoc_NVB_QL2_Leftovers_4_Question2_Line1,那些化学药物。一个可怜的病房。我知道。我知道。
QuestLoc_NVB_QL2_Leftovers_4_Question2_Line1_Answer1,不。不。赛科。赛科有用。但你需要伤害。
QuestLoc_NVB_QL2_Leftovers_4_Question2_Line1_Choice1,所以你给自己打了什么？敏达？
QuestLoc_NVB_QL2_Leftovers_4_Question2_Line1_Choice2,关闭多个主机！明白了！
QuestLoc_NVB_QL2_Leftovers_4_Question2_Line2,那些主机。它们连接一切。每个人。所有站点……
QuestLoc_NVB_QL2_Leftovers_4_Question3_Line1,这里有主机访问点。快速破解就能进去。
QuestLoc_NVB_QL2_Leftovers_4_Question3_Line2,<关闭所有自动化实验>
QuestLoc_NVB_QL2_Leftovers_4_Question3_Line3,看来我们关闭了这个站点以及所有连接的其他实验室。
QuestLoc_NVB_QL2_Leftovers_4_Question4,你对着电线低语吗？感受电流？
QuestLoc_NVB_QL2_Leftovers_4_Question4_Answer1,你不能。只能留一个。
QuestLoc_NVB_QL2_Leftovers_4_Question4_Answer2,你不是那个人。
QuestLoc_NVB_QL2_Leftovers_4_Question4_Answer3,是的。是的。主……不——你惹它生气了！
QuestLoc_NVB_QL2_Leftovers_4_Question4_Choice1,我头越来越疼了。我几乎能理解你了。
QuestLoc_NVB_QL2_Leftovers_4_Question4_Choice2,呃……让我试试这个。但理性之光让你重归完整。
QuestLoc_NVB_QL2_Leftovers_4_Question4_Choice3,我们是来帮忙的。我们在找办法关闭让你痛苦的东西。
QuestLoc_NVB_QL2_Leftovers_4_Question5_Line1,是主机之一！让我们破解密码吧！
QuestLoc_NVB_QL2_Leftovers_4_Question5_Line2,<启动内部安全清除模式>
QuestLoc_NVB_QL2_Leftovers_4_Question5_Line3,下次系统更新时应该会生效。希望我们及时出去。
QuestLoc_NVB_QL2_Leftovers_4_Question7,藏匿处……那个声音说不行。想要？
QuestLoc_NVB_QL2_Leftovers_4_Question7_Answer2,那就没有藏匿处。没意思。
QuestLoc_NVB_QL2_Leftovers_4_Question7_Choice1,是。
QuestLoc_NVB_QL2_Leftovers_4_Question7_Choice2,如果那个声音说不……
QuestLoc_NVB_QL2_Leftovers_4_Question7_Choice3,不，我想要另一个。
QuestLoc_NVB_QL2_Leftovers_4_Question8_Line1,这台主机。看起来很重要，而且很吵。
QuestLoc_NVB_QL2_Leftovers_4_Question8_Line2,<永久封锁所有站点>
QuestLoc_NVB_QL2_Leftovers_4_Question8_Line3,得等我们出去之后，对吧？对吧？豁出去了……
QuestLoc_NVB_QL2_Leftovers_QuestLineName,残余
Message_Tutorial_ArrivalWidgetReadyToClaim,你的新居民已到达！{TAP}他们的图标来招募。
Message_Tutorial_ArrivalWidgetReadyToClaim_PC,你的新居民已到达！{CLICK}他们的图标来招募。
